Date,Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI
2016-03-11,31.649763107299805,0.5304374694824183,0.0,0.25011784689766997,0.11747237614222936,2.1291630859227744,68.0425732842523
2016-03-14,31.728351593017575,0.07858848571776988,0.0,0.18022891453334264,0.11747237614222936,1.5342237933038059,60.54018580985997
2016-03-15,31.57118225097656,0.0,-0.15716934204101562,0.1746361596243722,0.12869875771658762,1.356937415114333,57.57205967424931
2016-03-16,32.51418685913086,0.9430046081543004,0.0,0.22661358969552176,0.12869875771658762,1.7608063489979917,63.77869819218069
2016-03-17,32.23914337158203,0.0,-0.2750434875488281,0.22171946934291295,0.14834472111293248,1.4946232510297515,59.913786597346444
2016-03-18,33.21162796020508,0.9724845886230469,0.0,0.29118265424455914,0.13366358620779856,2.178474051952155,68.53836200469152
2016-03-21,33.30984878540039,0.0982208251953125,0.0,0.29819842747279574,0.11927999768938312,2.499986864933833,71.42846420313909
2016-03-22,33.25091552734375,0.0,-0.058933258056640625,0.2006703785487581,0.1234895161220003,1.624999310471892,61.904751898002154
2016-03-23,33.820655822753906,0.5697402954101562,0.0,0.2280340194702146,0.1234895161220003,1.8465860635888356,64.87019968265955
2016-03-24,33.869762420654304,0.04910659790039773,0.0,0.23154163360595728,0.10314110347202872,2.244901652315074,69.18242501166252
2016-03-28,34.213577270507805,0.3438148498535014,0.0,0.2560998371669217,0.09612505776541548,2.6642359767617534,72.70918122244561
2016-03-29,34.76366424560547,0.5500869750976634,0.0,0.2953917639596119,0.08138997214181057,3.6293385559210334,78.39864188111763
2016-03-30,35.12711334228516,0.3634490966796946,0.0,0.3213524137224472,0.03999301365443638,8.035213762561751,88.93219323549827
2016-03-31,34.99941253662109,0.0,-0.1277008056640767,0.3213524137224472,0.04771109989711318,6.735380538604834,87.07238777705484
2016-04-01,35.510215759277344,0.5108032226562571,0.0,0.35783835819789417,0.04420334952218293,8.095276988417297,89.00528261785226
2016-04-04,35.16640090942383,0.0,-0.3438148498535156,0.3199499675205786,0.06876155308314834,4.65303579070831,82.31038972646054
