Date,Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI,MACD,Signal
2019-06-14,47.53102111816406,0.0,-0.34770965576171875,0.39509991237095426,0.15254456656319754,2.5900621783685014,72.14532923620703,0.07771743402892639,[-0.44880631552205913]
2019-06-17,47.81462097167969,0.283599853515625,0.0,0.41535704476492746,0.1395094735281803,2.977267666923187,74.85711086743126,0.16739411950069183,[-0.32556622851750894]
2019-06-18,48.93914413452149,1.124523162841804,0.0,0.4956801278250563,0.12453678676060267,3.9801904378495268,79.92044656766569,0.32545155706849727,[-0.1953626714003077]
2019-06-19,48.79611587524414,0.0,-0.14302825927735086,0.4794742039271768,0.13475309099469918,3.5581685020200244,78.06136391059624,0.43416722043917844,[-0.06945669303241045]
2019-06-20,49.18821716308594,0.3921012878417969,0.0,0.5074814387730194,0.07785715375627841,6.518109310309794,86.69878344773902,0.545674270595164,[0.05356949969310449]
2019-06-21,49.02052307128906,0.0,-0.167694091796875,0.5074814387730194,0.05865669250488332,8.651722712302101,89.63915531135805,0.6134415274048521,[0.16554390523545406]
2019-06-24,48.9712028503418,0.0,-0.049320220947265625,0.39580345153808644,0.06217956542968801,6.365490797545968,86.42317222997306,0.6556103687909527,[0.26355719794655386]
2019-06-25,48.228919982910156,0.0,-0.7422828674316406,0.3447211129324782,0.11519977024623376,2.9923767399505574,74.95226364803477,0.6219638434859078,[0.3352385270544247]
2019-06-26,49.27206802368164,1.0431480407714844,0.0,0.37202344621930855,0.11519977024623376,3.2293766335134784,76.3558536717675,0.6717287873855469,[0.40253657912064916]
2019-06-27,49.25727081298828,0.0,-0.014797210693359375,0.2851829528808594,0.11625671386718801,2.453045019031358,71.04005321423472,0.7018829826090354,[0.46240585981832644]
2019-06-28,48.80844116210938,0.0,-0.44882965087889914,0.242378779820034,0.14831597464425222,1.6342054886629642,62.03788943938587,0.6817053231543682,[0.5062657524855348]
2019-07-01,49.70363235473633,0.895191192626946,0.0,0.2670402526855469,0.14831597464425222,1.8004820675996929,64.29186204869703,0.7295391572025238,[0.5509204334289327]
2019-07-02,49.99462127685547,0.2909889221191406,0.0,0.2878251756940569,0.1373953138078962,2.094868942156857,67.68845406089841,0.7819147627688139,[0.597119299296909]
2019-07-03,50.40892028808594,0.41429901123046875,0.0,0.317417962210519,0.1366901397705078,2.322171611964398,69.89920700066723,0.8470885656010267,[0.6471131525577326]
2019-07-05,50.36452865600586,0.0,-0.044391632080078125,0.317417962210519,0.11502456665039062,2.7595666860914103,73.40118999086998,0.8849560180745684,[0.6946817256610999]
2019-07-08,49.3263168334961,0.0,-1.0382118225097585,0.29716082981654574,0.18918255397251624,1.5707623328719633,61.101032669837046,0.8217189648770074,[0.7200891735042815]
2019-07-09,49.62718200683594,0.30086517333983664,0.0,0.23832811628069095,0.18918255397251624,1.2597785116872584,55.74787551841299,0.7868105869985911,[0.7334334562031435]
2019-07-10,50.11792755126953,0.49074554443359375,0.0,0.2733813694545191,0.17896624973841974,1.5275582399144987,60.43612431127096,0.7896420085928355,[0.744675166681082]
2019-07-11,49.75294876098633,0.0,-0.3649787902832031,0.24537413460867644,0.2050361633300771,1.1967358861161548,54.47791396679884,0.7537464723424563,[0.7464894278133569]
2019-07-12,50.13519287109375,0.3822441101074219,0.0,0.2726772853306351,0.1930580139160146,1.4124111182934733,58.54769560557345,0.7475258932107849,[0.7466967208928426]
2019-07-15,50.60620880126953,0.47101593017578125,0.0,0.30632128034319095,0.1895351409912099,1.6161714325967513,61.77620520045878,0.771707326859989,[0.7516988420862719]
2019-07-16,50.43111801147461,0.0,-0.17509078979492188,0.30632128034319095,0.14902142116001574,2.055552000234049,67.27268919254517,0.7678911525917016,[0.7549373041873579]
2019-07-17,50.14751815795898,0.0,-0.2835998535156321,0.23181070600237064,0.16927855355398944,1.3694038679769158,57.795291317143125,0.733527026003145,[0.7506552485505155]
2019-07-18,50.71718215942383,0.5696640014648509,0.0,0.27250099182128856,0.1682216099330352,1.61989290157052,61.830500804038955,0.7436875648212364,[0.7492617118046597]
2019-07-19,49.9600944519043,0.0,-0.7570877075195312,0.27250099182128856,0.19024004255022323,1.4324060706060266,58.88844333664843,0.6827785679698053,[0.7359650830376889]
2019-07-22,51.10189056396485,1.141796112060554,0.0,0.29011562892368914,0.19024004255022323,1.5249977083404975,60.39600365985166,0.7183603421340976,[0.7324441348569708]
2019-07-23,51.50138854980469,0.39949798583983664,0.0,0.2978662763323103,0.19024004255022323,1.5657391174819244,61.02487609958478,0.7699201430747351,[0.7399393365005238]
2019-07-24,51.45947265625,0.0,-0.0419158935546875,0.2682734898158482,0.1932340349469866,1.3883345648164338,58.129819216644826,0.7981982617836891,[0.7515911215571569]
2019-07-25,51.05257034301758,0.0,-0.4069023132324219,0.2682734898158482,0.21912765502929688,1.2242794720729369,55.041620778523786,0.7787977627162235,[0.7570324497889703]
2019-07-26,51.2301254272461,0.17755508422852273,0.0,0.2809559958321713,0.14496966770717126,1.9380329711431983,65.9636222662642,0.768886691673444,[0.7594032981658652]
2019-07-29,51.70853805541992,0.478412628173821,0.0,0.2936379568917416,0.14496966770717126,2.0255130713610385,66.9477547637847,0.7905233363612112,[0.7656273058049344]
