Date,Prices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI,MACD,Signal
2016-05-25,117.88999938964844,0.1900024414062358,0.0,0.46142905099051135,0.45571463448660615,1.0125394623553023,50.31153332865899,1.049661580263745,[1.4521667833722827]
2016-05-26,119.47000122070312,1.5800018310546875,0.0,0.4542863028390067,0.45571463448660615,0.9968657323256502,49.921520319979166,1.1233247124412884,[1.386398369186084]
2016-05-27,119.37999725341795,0.0,-0.09000396728517046,0.4542863028390067,0.4442863464355469,1.0225079084326767,50.55643560993833,1.1610567677549,[1.3413300488998472]
2016-05-31,118.80999755859376,0.0,-0.5699996948241903,0.36428615025111505,0.48500061035156045,0.7511045192026797,42.89318604149773,1.1319174420715399,[1.299447527534186]
2016-06-01,118.77999877929688,0.0,-0.02999877929688921,0.36428615025111505,0.4171431405203673,0.8732881231048999,46.61792878169002,1.0937950769674956,[1.2583170374208479]
2016-06-02,118.93000030517578,0.15000152587890625,0.0,0.3207146780831463,0.4171431405203673,0.7688360347555259,43.46564744548458,1.0634281596259711,[1.2193392618618726]
2016-06-03,118.47000122070312,0.0,-0.45999908447265625,0.3207146780831463,0.41642870221819195,0.7701550742655213,43.507774288367166,0.9908224921825166,[1.1736359079260015]
2016-06-06,118.79000091552734,0.31999969482421875,0.0,0.3435717991420191,0.3350001743861597,1.0255869262503092,50.63159289583476,0.9481733267676873,[1.1285433916943386]
2016-06-07,117.76000213623048,0.0,-1.0299987792968608,0.3435717991420191,0.3142858232770627,1.0931826181645454,52.22585973521638,0.8217881996552592,[1.0671923532865228]
2016-06-08,118.38999938964844,0.6299972534179545,0.0,0.36714281354631495,0.3142858232770627,1.1681812743511992,53.87839514022012,0.7636595966386324,[1.0064858019569447]
2016-06-09,118.55999755859376,0.1699981689453267,0.0,0.37928553989955255,0.25428553989955255,1.49157337082312,59.86471794448347,0.7229756778760787,[0.9497837771407714]
2016-06-10,116.62000274658205,0.0,-1.9399948120117188,0.3407140459333147,0.3928565979003896,0.8672733199703169,46.44597610295763,0.5281043527833731,[0.8654478922692919]
2016-06-13,113.9499969482422,0.0,-2.6700057983398438,0.3407140459333147,0.4850000653948093,0.7025030927696061,41.26295545383032,0.1564171899197362,[0.7236417517993807]
2016-06-14,114.94000244140624,0.9900054931640341,0.0,0.28785760062081167,0.4850000653948093,0.5935207459951252,37.24587505288373,-0.05759843611612325,[0.5673937142162799]
2016-06-15,114.5999984741211,0.0,-0.34000396728514204,0.2742859976632234,0.5092860630580337,0.5385696125597065,35.00456580990783,-0.25174092756735433,[0.403566785859553]
2016-06-16,114.38999938964844,0.0,-0.20999908447265625,0.16142872401646002,0.5242859976632234,0.3079020319748349,23.541673951674014,-0.4177300894022693,[0.23930741080718856]
2016-06-17,113.0199966430664,0.0,-1.3700027465820312,0.16142872401646002,0.6157144818987135,0.2621811387620008,20.772069135746932,-0.6523060895483894,[0.06098471073607292]
2016-06-20,113.37000274658205,0.3500061035156392,0.0,0.18642915998186282,0.5750002179826998,0.3242245031417918,24.484103894207692,-0.8007363026069498,[-0.1113594919325317]
2016-06-21,114.37999725341795,1.009994506835909,0.0,0.2585716247558563,0.572857448032922,0.45137167308156606,31.099661200029445,-0.8273332176760988,[-0.25455423708124514]
2016-06-22,113.91000366210938,0.0,-0.46999359130857954,0.24785723005022017,0.6064284188406778,0.408716383252708,29.013390353918297,-0.8762353240292242,[-0.378890454470841]
2016-06-23,115.08000183105469,1.1699981689453125,0.0,0.3314285278320282,0.5735713413783452,0.5778331376103532,36.62194206958337,-0.8112301651133436,[-0.4653583965993416]
2016-06-24,112.08000183105469,0.0,-3.0,0.3085714067731554,0.7878570556640595,0.3916591271916331,28.143323285063403,-0.9903716484115819,[-0.5703610469617897]
2016-06-27,108.97000122070312,0.0,-3.1100006103515625,0.3085714067731554,0.9364286150251095,0.32951941218165504,24.78485151570183,-1.3675295925802828,[-0.7297947560854884]
2016-06-28,112.6999969482422,3.7299957275390767,0.0,0.5299998692103784,0.9364286150251095,0.5659800017924131,36.14222411171248,-1.3498898088337654,[-0.8538137666351439]
2016-06-29,114.16000366210938,1.4600067138671733,0.0,0.622143336704796,0.9364286150251095,0.6643788183342879,39.917524244823,-1.204218333751399,[-0.9238946800583949]
2016-06-30,114.27999877929688,0.1199951171875,0.0,0.6307144165039033,0.7978575570242725,0.7905100490070505,44.149992313387884,-1.06679271476591,[-0.9524742869998981]
2016-07-01,114.19000244140624,0.0,-0.08999633789063921,0.6307144165039033,0.6135711669921865,1.027940115888684,50.68887921467149,-0.9541450833723815,[-0.9528084462743948]
2016-07-05,114.1999969482422,0.009994506835965922,0.0,0.560713631766184,0.6135711669921865,0.9138526416012708,47.74937326609817,-0.8542176612694874,[-0.9330902892734133]
2016-07-06,116.6999969482422,2.5,0.0,0.7392850603376127,0.589285169328962,1.254545504987781,55.645162282700525,-0.5667620723139919,[-0.8598246458815291]
2016-07-07,115.8499984741211,0.0,-0.849998474121108,0.7392850603376127,0.6349994114467086,1.1642295205491795,53.79417984529445,-0.4028948985913985,[-0.7684386964235029]
2016-07-08,117.23999786376952,1.3899993896484233,0.0,0.8385707310267857,0.5371420724051349,1.5611711949353704,60.955362844253976,-0.15903439922321638,[-0.6465578369834457]
2016-07-11,117.87000274658205,0.6300048828125284,0.0,0.8585706438337064,0.5371420724051349,1.5984051295578587,61.5148542994849,0.08409355417248321,[-0.50042755875226]
2016-07-12,117.93000030517578,0.05999755859373579,0.0,0.7907137189592655,0.5371420724051349,1.4720755635817637,59.548162089709315,0.27840621687263933,[-0.3446608036272801]
2016-07-13,116.77999877929688,0.0,-1.1500015258789062,0.7907137189592655,0.5857140677315869,1.3499995347928422,57.446800086785885,0.3357347486402773,[-0.2085816931737686]
2016-07-14,117.29000091552734,0.5100021362304688,0.0,0.7435711451939194,0.5857140677315869,1.2695121837754342,55.93766770018147,0.4175081590562115,[-0.08336372272777254]
2016-07-15,116.86000061035156,0.0,-0.43000030517578125,0.7435711451939194,0.4021426609584284,1.8490232879589623,64.90025180817672,0.4425156994642805,[0.021812161710638097]
2016-07-18,119.37000274658205,2.510002136230483,0.0,0.9228570120675254,0.17999976021903105,5.126990230123392,83.67877273439261,0.6572936784637591,[0.14890846506126235]
2016-07-19,120.61000061035156,1.239997863769517,0.0,0.7450000217982711,0.17999976021903105,4.138894523480057,80.54056187705521,0.9169937060892437,[0.3025255132668587]
