Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10126106441020966,0.10170132822086371,0.10126106441020966,0.10126106441020966,469033600,0.0,0.0
1980-12-15,0.09641818719573088,0.09641818719573088,0.09597791731357574,0.09597791731357574,175884800,0.0,0.0
1980-12-16,0.08937389559381984,0.08937389559381984,0.08893363177776337,0.08893363177776337,105728000,0.0,0.0
1980-12-17,0.09113498777151108,0.09157525173749591,0.09113498777151108,0.09113498777151108,86441600,0.0,0.0
1980-12-18,0.09377654641866685,0.09421681021138889,0.09377654641866685,0.09377654641866684,73449600,0.0,0.0
1980-12-19,0.09950001537799835,0.09994027926815105,0.09950001537799835,0.09950001537799835,48630400,0.0,0.0
1980-12-22,0.10434294492006302,0.1047832088238767,0.10434294492006302,0.10434294492006302,37363200,0.0,0.0
1980-12-23,0.10874560475349428,0.10918586869390269,0.10874560475349428,0.10874560475349426,46950400,0.0,0.0
1980-12-24,0.11446907371282578,0.1149093377079313,0.11446907371282578,0.11446907371282578,48003200,0.0,0.0
1980-12-26,0.12503543496131897,0.125475698880159,0.12503543496131897,0.12503543496131897,55574400,0.0,0.0
1980-12-29,0.12679646909236908,0.12723673293640275,0.12679646909236908,0.12679646909236908,93161600,0.0,0.0
1980-12-30,0.12415483739461851,0.12415483739461851,0.12371457368135451,0.12371457368135452,68880000,0.0,0.0
1980-12-31,0.12063276932739068,0.12063276932739068,0.1201925054192543,0.1201925054192543,35750400,0.0,0.0
1981-01-02,0.12151328474283218,0.12239382422560252,0.12151328474283218,0.12151328474283218,21660800,0.0,0.0
1981-01-05,0.11931199752791687,0.11931199752791687,0.11887173354625702,0.11887173354625702,35728000,0.0,0.0
1981-01-06,0.11402876084908019,0.11402876084908019,0.11358849704265594,0.11358849704265594,45158400,0.0,0.0
1981-01-07,0.10918586869390269,0.10918586869390269,0.10874560475349428,0.10874560475349426,55686400,0.0,0.0
1981-01-08,0.10698454995702983,0.10698454995702983,0.10654428601264954,0.10654428601264954,39827200,0.0,0.0
1981-01-09,0.11226773262023924,0.11270800833499717,0.11226773262023924,0.11226773262023926,21504000,0.0,0.0
1981-01-12,0.11226771351937578,0.11226771351937578,0.11138718575239182,0.11138718575239182,23699200,0.0,0.0
1981-01-13,0.10786505201596625,0.10786505201596625,0.1074247881770134,0.1074247881770134,23049600,0.0,0.0
1981-01-14,0.10786505043506622,0.10830531426756644,0.10786505043506622,0.10786505043506622,14291200,0.0,0.0
1981-01-15,0.11006638407707214,0.11094691176385767,0.11006638407707214,0.11006638407707214,14067200,0.0,0.0
1981-01-16,0.10962611277903625,0.10962611277903625,0.10918583720922469,0.1091858372092247,13395200,0.0,0.0
1981-01-19,0.11578986048698425,0.11623012441757474,0.11578986048698425,0.11578986048698425,41574400,0.0,0.0
1981-01-20,0.11270800833499717,0.11270800833499717,0.11226773262023924,0.11226773262023926,30083200,0.0,0.0
1981-01-21,0.11446907371282578,0.11534960170303682,0.11446907371282578,0.11446907371282578,15904000,0.0,0.0
1981-01-22,0.11578986048698425,0.11667038834816523,0.11578986048698425,0.11578986048698425,35548800,0.0,0.0
1981-01-23,0.11578985900910141,0.1162301229340726,0.11534958332777025,0.11534958332777023,11222400,0.0,0.0
1981-01-26,0.11402876084908019,0.11402876084908019,0.11358849704265594,0.11358849704265594,24640000,0.0,0.0
1981-01-27,0.11358850016359198,0.11358850016359198,0.11270797252655029,0.11270797252655029,23699200,0.0,0.0
1981-01-28,0.10962611277903625,0.10962611277903625,0.10918583720922469,0.1091858372092247,28156800,0.0,0.0
1981-01-29,0.10566375577147372,0.10566375577147372,0.10522349178791046,0.10522349178791046,43904000,0.0,0.0
1981-01-30,0.10038055491466279,0.10038055491466279,0.09950001537799835,0.09950001537799835,46188800,0.0,0.0
1981-02-02,0.09421681021138889,0.09421681021138889,0.09377654641866685,0.09377654641866684,23766400,0.0,0.0
1981-02-03,0.09729868918657304,0.09773895307282311,0.09729868918657304,0.09729868918657303,19152000,0.0,0.0
1981-02-04,0.10082083940505981,0.10126110338516955,0.10082083940505981,0.10082083940505981,27865600,0.0,0.0
1981-02-05,0.10082083940505981,0.10170136736527931,0.10082083940505981,0.10082083940505981,7929600,0.0,0.0
1981-02-06,0.10126106441020966,0.10170132822086371,0.10126106441020966,0.10126106441020966,13865600,0.0,0.0
1981-02-09,0.09685845119970497,0.09685845119970497,0.09597791731357574,0.09597791731357574,16755200,0.0,0.0
1981-02-10,0.09597791731357574,0.09641818719573088,0.09597791731357574,0.09597791731357574,18345600,0.0,0.0
1981-02-11,0.09333627664408366,0.09333627664408366,0.09289600700139998,0.0928960070014,13843200,0.0,0.0
1981-02-12,0.09245578369536178,0.09245578369536178,0.09201551973819733,0.09201551973819733,14560000,0.0,0.0
1981-02-13,0.09069471234448848,0.09069471234448848,0.08981417864561081,0.08981417864561081,11155200,0.0,0.0
1981-02-17,0.09201551973819733,0.09245578369536178,0.09201551973819733,0.09201551973819733,12275200,0.0,0.0
1981-02-18,0.09597791731357574,0.09685845119970497,0.09597791731357574,0.09597791731357574,19241600,0.0,0.0
1981-02-19,0.09069468980342918,0.09069468980342918,0.09025442600250244,0.09025442600250244,22310400,0.0,0.0
1981-02-20,0.0858518035627245,0.0858518035627245,0.08541153371334075,0.08541153371334076,24371200,0.0,0.0
1981-02-23,0.08673231303691864,0.08717258279255422,0.08673231303691864,0.08673231303691864,14112000,0.0,0.0
1981-02-24,0.08453100357770896,0.08453100357770896,0.08365046977996826,0.08365046977996826,16979200,0.0,0.0
1981-02-25,0.08893363177776337,0.08937389559381984,0.08893363177776337,0.08893363177776337,19488000,0.0,0.0
1981-02-26,0.09025442600250244,0.09069468980342918,0.09025442600250244,0.09025442600250244,10841600,0.0,0.0
1981-02-27,0.0933363139629364,0.09421684184401136,0.0933363139629364,0.0933363139629364,14761600,0.0,0.0
1981-03-02,0.09377654641866685,0.09421681021138889,0.09377654641866685,0.09377654641866684,11760000,0.0,0.0
1981-03-03,0.09289601600108598,0.09289601600108598,0.09245575219392778,0.09245575219392776,16172800,0.0,0.0
1981-03-04,0.09201549740631486,0.09201549740631486,0.09157522767782211,0.09157522767782211,13708800,0.0,0.0
1981-03-05,0.09157525173749591,0.09157525173749591,0.09113498777151108,0.09113498777151108,5376000,0.0,0.0
1981-03-06,0.09113495360435592,0.09113495360435592,0.09025442600250244,0.09025442600250244,11603200,0.0,0.0
1981-03-09,0.08365046400069788,0.08365046400069788,0.08321020007133485,0.08321020007133484,15321600,0.0,0.0
1981-03-10,0.07968805729412765,0.07968805729412765,0.07924778759479523,0.07924778759479523,28380800,0.0,0.0
1981-03-11,0.07704650818146198,0.07704650818146198,0.07616597414016724,0.07616597414016724,29859200,0.0,0.0
1981-03-12,0.07924778759479523,0.07968805729412765,0.07924778759479523,0.07924778759479523,59248000,0.0,0.0
1981-03-13,0.07880752691740625,0.07880752691740625,0.07836726307868958,0.07836726307868958,231302400,0.0,0.0
1981-03-16,0.08144913613796236,0.08232966397141563,0.08144913613796236,0.08144913613796234,37228800,0.0,0.0
1981-03-17,0.08541153371334075,0.08629206753392762,0.08541153371334075,0.08541153371334076,43747200,0.0,0.0
